ticket_id,customer_id,created_at,resolved_at,category,satisfaction_score
TICK_003994,CUST_02051,2024-12-01 00:00:00,2024-12-11 00:00:00,technical,5.0
TICK_003995,CUST_02051,2021-08-21 00:00:00,2021-08-25 00:00:00,billing,1.0
TICK_003996,CUST_02053,2021-12-20 00:00:00,2021-12-24 00:00:00,technical,3.0
TICK_003997,CUST_02054,2024-12-28 00:00:00,2024-12-30 00:00:00,account,4.0
TICK_003998,CUST_02055,2024-07-21 00:00:00,2024-08-02 00:00:00,technical,3.0
TICK_003999,CUST_02056,2024-01-09 00:00:00,,technical,
TICK_004000,CUST_02056,2023-06-25 00:00:00,2023-06-27 00:00:00,billing,2.0
TICK_004001,CUST_02060,2022-07-18 00:00:00,2022-07-19 00:00:00,billing,3.0
TICK_004002,CUST_02061,2021-10-11 00:00:00,2021-10-20 00:00:00,technical,2.0
TICK_004003,CUST_02061,2020-10-03 00:00:00,2020-10-06 00:00:00,billing,5.0
TICK_004004,CUST_02061,2024-12-05 00:00:00,2024-12-15 00:00:00,technical,1.0
TICK_004005,CUST_02062,2022-04-25 00:00:00,2022-05-04 00:00:00,feature_request,3.0
TICK_004006,CUST_02062,2023-10-31 00:00:00,2023-11-02 00:00:00,technical,4.0
TICK_004007,CUST_02063,2023-07-03 00:00:00,2023-07-10 00:00:00,account,4.0
TICK_004008,CUST_02063,2024-03-07 00:00:00,2024-03-09 00:00:00,general,3.0
TICK_004009,CUST_02063,2024-06-23 00:00:00,2024-06-28 00:00:00,billing,3.0
TICK_004010,CUST_02065,2023-06-02 00:00:00,2023-06-06 00:00:00,billing,5.0
TICK_004011,CUST_02066,2023-02-01 00:00:00,,billing,
TICK_004012,CUST_02066,2023-06-11 00:00:00,2023-06-18 00:00:00,general,1.0
TICK_004013,CUST_02067,2024-09-18 00:00:00,2024-09-20 00:00:00,feature_request,5.0
TICK_004014,CUST_02067,2020-08-13 00:00:00,2020-08-17 00:00:00,billing,2.0
TICK_004015,CUST_02069,2023-06-01 00:00:00,,technical,
TICK_004016,CUST_02069,2021-06-19 00:00:00,2021-06-26 00:00:00,feature_request,3.0
TICK_004017,CUST_02070,2021-12-28 00:00:00,2021-12-31 00:00:00,technical,5.0
TICK_004018,CUST_02070,2021-08-17 00:00:00,,account,
TICK_004019,CUST_02071,2022-07-14 00:00:00,2022-07-20 00:00:00,account,5.0
TICK_004020,CUST_02072,2022-02-13 00:00:00,2022-02-24 00:00:00,account,4.0
TICK_004021,CUST_02072,2024-10-17 00:00:00,2024-10-19 00:00:00,general,5.0
TICK_004022,CUST_02073,2020-09-20 00:00:00,2020-09-23 00:00:00,general,1.0
TICK_004023,CUST_02074,2024-09-08 00:00:00,,account,
TICK_004024,CUST_02074,2024-11-09 00:00:00,,technical,
TICK_004025,CUST_02074,2024-08-22 00:00:00,2024-08-24 00:00:00,general,5.0
TICK_004026,CUST_02074,2024-04-20 00:00:00,2024-04-22 00:00:00,general,4.0
TICK_004027,CUST_02074,2024-10-16 00:00:00,2024-10-19 00:00:00,technical,2.0
TICK_004028,CUST_02074,2024-08-01 00:00:00,2024-08-14 00:00:00,billing,4.0
TICK_004029,CUST_02075,2023-10-27 00:00:00,,account,
TICK_004030,CUST_02076,2024-08-05 00:00:00,2024-08-15 00:00:00,account,5.0
TICK_004031,CUST_02076,2023-08-15 00:00:00,,feature_request,
TICK_004032,CUST_02077,2024-10-21 00:00:00,2024-10-29 00:00:00,billing,3.0
TICK_004033,CUST_02077,2024-03-28 00:00:00,,account,
TICK_004034,CUST_02078,2021-02-06 00:00:00,,billing,
TICK_004035,CUST_02078,2021-06-20 00:00:00,2021-07-26 00:00:00,billing,3.0
TICK_004036,CUST_02078,2021-01-30 00:00:00,2021-02-10 00:00:00,account,4.0
TICK_004037,CUST_02079,2024-12-31 00:00:00,2025-01-04 00:00:00,account,3.0
TICK_004038,CUST_02079,2024-12-31 00:00:00,2025-01-01 00:00:00,account,5.0
TICK_004039,CUST_02079,2024-12-31 00:00:00,2025-01-06 00:00:00,technical,5.0
TICK_004040,CUST_02079,2024-12-31 00:00:00,,technical,
TICK_004041,CUST_02079,2024-12-31 00:00:00,2025-01-04 00:00:00,technical,5.0
TICK_004042,CUST_02080,2023-08-01 00:00:00,2023-08-04 00:00:00,technical,5.0
TICK_004043,CUST_02080,2022-10-20 00:00:00,2022-10-21 00:00:00,feature_request,2.0
TICK_004044,CUST_02080,2024-12-06 00:00:00,2024-12-07 00:00:00,account,3.0
TICK_004045,CUST_02081,2024-09-03 00:00:00,2024-09-06 00:00:00,account,5.0
TICK_004046,CUST_02082,2020-10-27 00:00:00,2020-11-03 00:00:00,account,5.0
TICK_004047,CUST_02082,2021-10-20 00:00:00,2021-10-24 00:00:00,billing,3.0
TICK_004048,CUST_02082,2024-04-07 00:00:00,2024-04-14 00:00:00,technical,5.0
TICK_004049,CUST_02083,2024-12-21 00:00:00,2025-01-19 00:00:00,billing,4.0
TICK_004050,CUST_02083,2022-12-10 00:00:00,2022-12-16 00:00:00,account,3.0
TICK_004051,CUST_02083,2022-07-03 00:00:00,2022-08-16 00:00:00,billing,4.0
TICK_004052,CUST_02084,2024-10-03 00:00:00,2024-10-10 00:00:00,technical,2.0
TICK_004053,CUST_02084,2024-08-12 00:00:00,2024-08-13 00:00:00,feature_request,2.0
TICK_004054,CUST_02085,2024-10-16 00:00:00,,billing,
TICK_004055,CUST_02085,2022-08-27 00:00:00,,billing,
TICK_004056,CUST_02086,2023-05-12 00:00:00,2023-05-13 00:00:00,billing,5.0
TICK_004057,CUST_02087,2024-03-14 00:00:00,2024-04-01 00:00:00,billing,5.0
TICK_004058,CUST_02087,2022-01-03 00:00:00,2022-01-08 00:00:00,feature_request,5.0
TICK_004059,CUST_02090,2022-09-14 00:00:00,2022-09-22 00:00:00,account,4.0
TICK_004060,CUST_02090,2021-09-28 00:00:00,2021-10-02 00:00:00,technical,2.0
TICK_004061,CUST_02090,2024-12-23 00:00:00,2024-12-30 00:00:00,account,5.0
TICK_004062,CUST_02090,2021-03-06 00:00:00,,account,
TICK_004063,CUST_02090,2020-12-21 00:00:00,2020-12-25 00:00:00,general,4.0
TICK_004064,CUST_02091,2023-04-02 00:00:00,2023-04-07 00:00:00,billing,5.0
TICK_004065,CUST_02091,2023-07-30 00:00:00,2023-08-06 00:00:00,billing,5.0
TICK_004066,CUST_02091,2024-12-05 00:00:00,2024-12-08 00:00:00,account,3.0
TICK_004067,CUST_02092,2024-12-31 00:00:00,2025-01-02 00:00:00,feature_request,1.0
TICK_004068,CUST_02092,2024-12-31 00:00:00,2025-01-06 00:00:00,account,5.0
TICK_004069,CUST_02092,2024-12-31 00:00:00,2025-01-03 00:00:00,technical,1.0
TICK_004070,CUST_02093,2024-05-02 00:00:00,2024-05-11 00:00:00,account,4.0
TICK_004071,CUST_02093,2020-07-31 00:00:00,2020-08-04 00:00:00,account,4.0
TICK_004072,CUST_02095,2021-08-10 00:00:00,,feature_request,
TICK_004073,CUST_02095,2021-03-05 00:00:00,,technical,
TICK_004074,CUST_02096,2024-11-14 00:00:00,2024-11-17 00:00:00,technical,5.0
TICK_004075,CUST_02096,2023-03-31 00:00:00,2023-04-06 00:00:00,technical,2.0
TICK_004076,CUST_02096,2023-11-12 00:00:00,,account,
TICK_004077,CUST_02096,2023-02-14 00:00:00,2023-03-03 00:00:00,account,3.0
TICK_004078,CUST_02097,2024-06-21 00:00:00,,feature_request,
TICK_004079,CUST_02097,2022-01-18 00:00:00,2022-01-29 00:00:00,billing,1.0
TICK_004080,CUST_02098,2024-03-22 00:00:00,2024-03-24 00:00:00,technical,5.0
TICK_004081,CUST_02098,2024-06-04 00:00:00,,account,
TICK_004082,CUST_02099,2024-04-16 00:00:00,2024-04-18 00:00:00,technical,4.0
TICK_004083,CUST_02099,2024-01-12 00:00:00,2024-01-17 00:00:00,general,3.0
TICK_004084,CUST_02100,2021-05-03 00:00:00,2021-05-06 00:00:00,feature_request,1.0
TICK_004085,CUST_02100,2022-03-26 00:00:00,2022-03-30 00:00:00,feature_request,4.0
TICK_004086,CUST_02101,2024-03-31 00:00:00,2024-04-04 00:00:00,technical,2.0
TICK_004087,CUST_02102,2024-07-25 00:00:00,2024-07-29 00:00:00,technical,5.0
TICK_004088,CUST_02102,2023-12-17 00:00:00,2023-12-18 00:00:00,technical,1.0
TICK_004089,CUST_02103,2021-04-18 00:00:00,2021-04-22 00:00:00,technical,5.0
TICK_004090,CUST_02103,2023-04-25 00:00:00,,technical,
TICK_004091,CUST_02104,2023-01-03 00:00:00,2023-01-12 00:00:00,billing,1.0
TICK_004092,CUST_02104,2023-04-30 00:00:00,,technical,
TICK_004093,CUST_02105,2024-08-21 00:00:00,2024-08-30 00:00:00,feature_request,2.0
TICK_004094,CUST_02106,2024-09-25 00:00:00,2024-10-19 00:00:00,account,4.0
TICK_004095,CUST_02106,2023-09-08 00:00:00,2023-09-11 00:00:00,feature_request,4.0
TICK_004096,CUST_02107,2024-07-29 00:00:00,,billing,
TICK_004097,CUST_02108,2024-03-30 00:00:00,2024-04-07 00:00:00,feature_request,4.0
TICK_004098,CUST_02108,2024-02-21 00:00:00,2024-02-27 00:00:00,feature_request,5.0
TICK_004099,CUST_02108,2024-11-23 00:00:00,2024-12-02 00:00:00,billing,2.0
TICK_004100,CUST_02109,2021-06-20 00:00:00,,technical,
TICK_004101,CUST_02109,2022-07-30 00:00:00,2022-08-10 00:00:00,feature_request,5.0
TICK_004102,CUST_02110,2024-12-31 00:00:00,2025-01-18 00:00:00,account,5.0
TICK_004103,CUST_02111,2023-01-02 00:00:00,,billing,
TICK_004104,CUST_02112,2020-12-21 00:00:00,2020-12-26 00:00:00,general,4.0
TICK_004105,CUST_02112,2020-08-29 00:00:00,2020-08-30 00:00:00,billing,4.0
TICK_004106,CUST_02113,2023-09-28 00:00:00,2023-10-03 00:00:00,technical,3.0
TICK_004107,CUST_02114,2024-07-13 00:00:00,2024-07-15 00:00:00,billing,4.0
TICK_004108,CUST_02114,2024-02-22 00:00:00,2024-02-25 00:00:00,billing,1.0
TICK_004109,CUST_02115,2021-11-11 00:00:00,,billing,
TICK_004110,CUST_02115,2021-12-05 00:00:00,2021-12-10 00:00:00,general,4.0
TICK_004111,CUST_02115,2022-04-24 00:00:00,2022-04-28 00:00:00,billing,5.0
TICK_004112,CUST_02117,2022-08-15 00:00:00,2022-08-20 00:00:00,general,5.0
TICK_004113,CUST_02118,2023-09-28 00:00:00,2023-10-01 00:00:00,billing,4.0
TICK_004114,CUST_02118,2021-08-13 00:00:00,2021-08-14 00:00:00,billing,5.0
TICK_004115,CUST_02118,2021-09-08 00:00:00,2021-09-16 00:00:00,technical,4.0
TICK_004116,CUST_02119,2021-05-12 00:00:00,2021-05-15 00:00:00,feature_request,2.0
TICK_004117,CUST_02120,2024-01-14 00:00:00,2024-01-15 00:00:00,feature_request,5.0
TICK_004118,CUST_02121,2022-09-24 00:00:00,2022-10-01 00:00:00,billing,4.0
TICK_004119,CUST_02121,2024-09-23 00:00:00,2024-09-26 00:00:00,technical,3.0
TICK_004120,CUST_02122,2021-08-27 00:00:00,2021-08-29 00:00:00,feature_request,1.0
TICK_004121,CUST_02123,2024-12-31 00:00:00,2025-01-03 00:00:00,billing,3.0
TICK_004122,CUST_02124,2023-12-28 00:00:00,2024-01-05 00:00:00,feature_request,3.0
TICK_004123,CUST_02124,2021-08-04 00:00:00,2021-08-17 00:00:00,general,3.0
TICK_004124,CUST_02125,2024-12-31 00:00:00,2025-01-05 00:00:00,technical,5.0
TICK_004125,CUST_02125,2024-12-31 00:00:00,,technical,
TICK_004126,CUST_02126,2023-05-02 00:00:00,,feature_request,
TICK_004127,CUST_02126,2024-05-14 00:00:00,2024-05-22 00:00:00,technical,5.0
TICK_004128,CUST_02127,2022-02-20 00:00:00,2022-02-27 00:00:00,account,3.0
TICK_004129,CUST_02127,2022-08-14 00:00:00,2022-08-17 00:00:00,account,1.0
TICK_004130,CUST_02128,2021-09-19 00:00:00,2021-09-23 00:00:00,billing,4.0
TICK_004131,CUST_02128,2024-05-13 00:00:00,2024-05-18 00:00:00,feature_request,4.0
TICK_004132,CUST_02128,2022-08-04 00:00:00,2022-08-16 00:00:00,general,2.0
TICK_004133,CUST_02129,2024-02-26 00:00:00,2024-03-05 00:00:00,account,4.0
TICK_004134,CUST_02130,2021-09-07 00:00:00,2021-09-27 00:00:00,general,2.0
TICK_004135,CUST_02131,2021-12-02 00:00:00,,technical,
TICK_004136,CUST_02132,2024-11-27 00:00:00,2024-11-28 00:00:00,account,2.0
TICK_004137,CUST_02132,2024-02-22 00:00:00,2024-02-23 00:00:00,general,5.0
TICK_004138,CUST_02133,2021-07-16 00:00:00,2021-07-18 00:00:00,technical,5.0
TICK_004139,CUST_02133,2022-02-18 00:00:00,2022-03-08 00:00:00,feature_request,2.0
TICK_004140,CUST_02133,2023-04-18 00:00:00,,account,
TICK_004141,CUST_02134,2022-09-06 00:00:00,2022-09-12 00:00:00,billing,5.0
TICK_004142,CUST_02134,2023-04-04 00:00:00,,account,
TICK_004143,CUST_02134,2024-05-31 00:00:00,2024-06-01 00:00:00,billing,1.0
TICK_004144,CUST_02135,2023-10-09 00:00:00,,technical,
TICK_004145,CUST_02135,2023-11-14 00:00:00,2023-11-17 00:00:00,technical,1.0
TICK_004146,CUST_02135,2022-10-10 00:00:00,2022-10-13 00:00:00,general,1.0
TICK_004147,CUST_02135,2024-03-28 00:00:00,2024-03-29 00:00:00,billing,4.0
TICK_004148,CUST_02135,2024-02-22 00:00:00,2024-02-26 00:00:00,billing,5.0
TICK_004149,CUST_02135,2022-07-17 00:00:00,2022-07-18 00:00:00,billing,5.0
TICK_004150,CUST_02137,2023-04-26 00:00:00,2023-04-27 00:00:00,technical,1.0
TICK_004151,CUST_02137,2023-10-10 00:00:00,2023-10-13 00:00:00,billing,5.0
TICK_004152,CUST_02137,2020-12-14 00:00:00,2020-12-16 00:00:00,billing,3.0
TICK_004153,CUST_02138,2023-11-22 00:00:00,2023-11-29 00:00:00,feature_request,5.0
TICK_004154,CUST_02139,2020-10-08 00:00:00,2020-10-12 00:00:00,account,4.0
TICK_004155,CUST_02139,2024-03-28 00:00:00,2024-04-07 00:00:00,account,5.0
TICK_004156,CUST_02139,2021-05-14 00:00:00,2021-05-20 00:00:00,account,4.0
TICK_004157,CUST_02139,2022-04-14 00:00:00,2022-04-18 00:00:00,technical,4.0
TICK_004158,CUST_02140,2024-06-11 00:00:00,2024-06-20 00:00:00,billing,5.0
TICK_004159,CUST_02140,2024-12-28 00:00:00,2025-01-12 00:00:00,account,4.0
TICK_004160,CUST_02141,2024-11-02 00:00:00,2024-11-12 00:00:00,technical,5.0
TICK_004161,CUST_02142,2024-05-21 00:00:00,,billing,
TICK_004162,CUST_02142,2021-06-16 00:00:00,,technical,
TICK_004163,CUST_02142,2024-01-14 00:00:00,2024-02-09 00:00:00,technical,5.0
TICK_004164,CUST_02143,2022-10-28 00:00:00,2022-11-11 00:00:00,billing,4.0
TICK_004165,CUST_02143,2022-03-08 00:00:00,,billing,
TICK_004166,CUST_02143,2022-04-28 00:00:00,2022-05-08 00:00:00,account,5.0
TICK_004167,CUST_02143,2024-05-05 00:00:00,,technical,
TICK_004168,CUST_02143,2023-11-24 00:00:00,,feature_request,
TICK_004169,CUST_02144,2023-01-10 00:00:00,2023-01-15 00:00:00,technical,5.0
TICK_004170,CUST_02144,2024-01-08 00:00:00,2024-01-09 00:00:00,account,4.0
TICK_004171,CUST_02144,2021-11-11 00:00:00,,feature_request,
TICK_004172,CUST_02146,2023-03-25 00:00:00,,billing,
TICK_004173,CUST_02146,2023-06-06 00:00:00,2023-06-09 00:00:00,technical,5.0
TICK_004174,CUST_02146,2024-09-05 00:00:00,2024-09-08 00:00:00,billing,3.0
TICK_004175,CUST_02147,2023-02-23 00:00:00,2023-03-21 00:00:00,feature_request,3.0
TICK_004176,CUST_02147,2023-12-02 00:00:00,,billing,
TICK_004177,CUST_02147,2024-08-28 00:00:00,2024-08-30 00:00:00,billing,4.0
TICK_004178,CUST_02148,2024-09-12 00:00:00,2024-09-15 00:00:00,billing,2.0
TICK_004179,CUST_02148,2021-08-19 00:00:00,2021-08-30 00:00:00,technical,5.0
TICK_004180,CUST_02148,2024-06-25 00:00:00,2024-07-04 00:00:00,feature_request,5.0
TICK_004181,CUST_02149,2022-02-22 00:00:00,2022-02-27 00:00:00,technical,5.0
TICK_004182,CUST_02149,2024-10-13 00:00:00,2024-10-22 00:00:00,technical,4.0
TICK_004183,CUST_02150,2024-02-18 00:00:00,2024-02-19 00:00:00,account,5.0
TICK_004184,CUST_02151,2022-04-11 00:00:00,2022-04-16 00:00:00,technical,4.0
TICK_004185,CUST_02151,2022-12-09 00:00:00,2022-12-19 00:00:00,billing,5.0
TICK_004186,CUST_02152,2023-12-08 00:00:00,2023-12-11 00:00:00,technical,5.0
TICK_004187,CUST_02152,2022-09-10 00:00:00,2022-09-22 00:00:00,account,5.0
TICK_004188,CUST_02152,2022-03-20 00:00:00,,billing,
TICK_004189,CUST_02152,2024-07-23 00:00:00,2024-07-25 00:00:00,technical,5.0
TICK_004190,CUST_02152,2024-11-19 00:00:00,,technical,
TICK_004191,CUST_02153,2024-12-22 00:00:00,2024-12-27 00:00:00,general,5.0
TICK_004192,CUST_02153,2022-09-16 00:00:00,2022-09-17 00:00:00,billing,1.0
TICK_004193,CUST_02153,2023-07-09 00:00:00,2023-07-16 00:00:00,technical,5.0
TICK_004194,CUST_02154,2023-08-11 00:00:00,2023-08-13 00:00:00,technical,5.0
TICK_004195,CUST_02154,2023-06-06 00:00:00,2023-06-15 00:00:00,feature_request,4.0
TICK_004196,CUST_02154,2024-07-04 00:00:00,,technical,
TICK_004197,CUST_02155,2022-07-23 00:00:00,2022-07-27 00:00:00,account,5.0
TICK_004198,CUST_02155,2023-09-16 00:00:00,2023-09-18 00:00:00,technical,5.0
TICK_004199,CUST_02155,2023-04-21 00:00:00,2023-04-22 00:00:00,technical,4.0
TICK_004200,CUST_02156,2023-11-11 00:00:00,2023-11-13 00:00:00,billing,4.0
TICK_004201,CUST_02157,2023-01-03 00:00:00,2023-01-14 00:00:00,general,3.0
TICK_004202,CUST_02158,2024-07-09 00:00:00,2024-07-14 00:00:00,account,4.0
TICK_004203,CUST_02159,2021-03-15 00:00:00,2021-03-21 00:00:00,feature_request,3.0
TICK_004204,CUST_02159,2022-02-03 00:00:00,2022-02-13 00:00:00,technical,4.0
TICK_004205,CUST_02159,2022-01-19 00:00:00,2022-01-23 00:00:00,account,3.0
TICK_004206,CUST_02160,2023-07-23 00:00:00,,feature_request,
TICK_004207,CUST_02160,2024-10-27 00:00:00,2024-11-14 00:00:00,technical,4.0
TICK_004208,CUST_02160,2022-10-24 00:00:00,2022-11-05 00:00:00,technical,4.0
TICK_004209,CUST_02161,2022-12-18 00:00:00,2023-01-02 00:00:00,feature_request,1.0
TICK_004210,CUST_02161,2022-09-22 00:00:00,2022-09-26 00:00:00,account,5.0
TICK_004211,CUST_02161,2021-11-02 00:00:00,2021-11-03 00:00:00,billing,1.0
TICK_004212,CUST_02161,2023-07-20 00:00:00,2023-07-28 00:00:00,technical,2.0
TICK_004213,CUST_02162,2023-10-27 00:00:00,2023-11-05 00:00:00,feature_request,2.0
TICK_004214,CUST_02162,2022-06-27 00:00:00,2022-07-04 00:00:00,account,4.0
TICK_004215,CUST_02162,2022-04-26 00:00:00,2022-05-05 00:00:00,account,5.0
TICK_004216,CUST_02162,2024-01-17 00:00:00,2024-01-18 00:00:00,billing,3.0
TICK_004217,CUST_02163,2023-03-07 00:00:00,2023-04-07 00:00:00,billing,5.0
TICK_004218,CUST_02163,2023-05-12 00:00:00,,technical,
TICK_004219,CUST_02165,2023-06-11 00:00:00,2023-06-12 00:00:00,billing,4.0
TICK_004220,CUST_02165,2022-08-29 00:00:00,2022-08-31 00:00:00,account,4.0
TICK_004221,CUST_02165,2024-12-03 00:00:00,,feature_request,
TICK_004222,CUST_02166,2024-12-31 00:00:00,2025-01-02 00:00:00,general,1.0
TICK_004223,CUST_02166,2024-12-31 00:00:00,2025-01-11 00:00:00,technical,5.0
TICK_004224,CUST_02167,2022-06-18 00:00:00,2022-06-20 00:00:00,technical,5.0
TICK_004225,CUST_02167,2023-03-28 00:00:00,2023-04-03 00:00:00,account,4.0
TICK_004226,CUST_02167,2024-12-24 00:00:00,2024-12-26 00:00:00,technical,5.0
TICK_004227,CUST_02168,2024-07-07 00:00:00,2024-07-10 00:00:00,technical,5.0
TICK_004228,CUST_02168,2023-06-22 00:00:00,2023-07-24 00:00:00,technical,4.0
TICK_004229,CUST_02169,2023-12-02 00:00:00,2023-12-05 00:00:00,feature_request,4.0
TICK_004230,CUST_02169,2024-08-21 00:00:00,2024-08-25 00:00:00,account,5.0
TICK_004231,CUST_02169,2023-12-04 00:00:00,2023-12-06 00:00:00,general,2.0
TICK_004232,CUST_02170,2021-12-04 00:00:00,2021-12-11 00:00:00,account,1.0
TICK_004233,CUST_02171,2023-04-05 00:00:00,2023-04-17 00:00:00,technical,2.0
TICK_004234,CUST_02171,2022-03-31 00:00:00,2022-04-12 00:00:00,billing,4.0
TICK_004235,CUST_02171,2022-08-14 00:00:00,,technical,
TICK_004236,CUST_02171,2023-07-09 00:00:00,,feature_request,
TICK_004237,CUST_02172,2023-03-07 00:00:00,,billing,
TICK_004238,CUST_02172,2023-12-30 00:00:00,2024-01-03 00:00:00,technical,4.0
TICK_004239,CUST_02172,2022-12-12 00:00:00,2022-12-15 00:00:00,account,3.0
TICK_004240,CUST_02173,2021-09-06 00:00:00,2021-09-11 00:00:00,billing,4.0
TICK_004241,CUST_02173,2022-05-09 00:00:00,2022-05-12 00:00:00,general,3.0
TICK_004242,CUST_02173,2022-12-03 00:00:00,2022-12-15 00:00:00,general,3.0
TICK_004243,CUST_02173,2020-05-02 00:00:00,2020-05-04 00:00:00,feature_request,4.0
TICK_004244,CUST_02173,2021-05-09 00:00:00,2021-05-29 00:00:00,billing,4.0
TICK_004245,CUST_02173,2022-03-13 00:00:00,2022-03-15 00:00:00,feature_request,4.0
TICK_004246,CUST_02175,2024-07-05 00:00:00,,account,
TICK_004247,CUST_02175,2022-08-02 00:00:00,2022-08-07 00:00:00,billing,5.0
TICK_004248,CUST_02175,2024-01-03 00:00:00,2024-01-19 00:00:00,billing,5.0
TICK_004249,CUST_02175,2024-01-03 00:00:00,2024-01-10 00:00:00,account,3.0
TICK_004250,CUST_02176,2024-10-06 00:00:00,2024-10-18 00:00:00,general,2.0
TICK_004251,CUST_02176,2023-10-16 00:00:00,2023-10-22 00:00:00,technical,4.0
TICK_004252,CUST_02177,2020-09-26 00:00:00,2020-10-09 00:00:00,account,4.0
TICK_004253,CUST_02177,2021-07-22 00:00:00,2021-07-31 00:00:00,account,3.0
TICK_004254,CUST_02177,2022-08-14 00:00:00,2022-08-19 00:00:00,account,2.0
TICK_004255,CUST_02177,2021-09-18 00:00:00,,general,
TICK_004256,CUST_02177,2024-03-24 00:00:00,2024-03-27 00:00:00,feature_request,3.0
TICK_004257,CUST_02177,2021-12-26 00:00:00,2022-01-03 00:00:00,feature_request,3.0
TICK_004258,CUST_02178,2024-08-29 00:00:00,2024-09-01 00:00:00,feature_request,1.0
TICK_004259,CUST_02179,2024-01-08 00:00:00,2024-02-05 00:00:00,feature_request,4.0
TICK_004260,CUST_02179,2022-03-01 00:00:00,,billing,
TICK_004261,CUST_02179,2022-11-02 00:00:00,2022-11-10 00:00:00,billing,4.0
TICK_004262,CUST_02181,2020-08-13 00:00:00,2020-08-19 00:00:00,billing,1.0
TICK_004263,CUST_02181,2021-01-21 00:00:00,2021-01-23 00:00:00,feature_request,5.0
TICK_004264,CUST_02181,2020-09-04 00:00:00,,general,
TICK_004265,CUST_02182,2022-03-21 00:00:00,2022-04-08 00:00:00,general,5.0
TICK_004266,CUST_02183,2022-08-01 00:00:00,2022-08-02 00:00:00,account,3.0
TICK_004267,CUST_02185,2022-09-14 00:00:00,2022-09-18 00:00:00,technical,2.0
TICK_004268,CUST_02185,2022-05-25 00:00:00,2022-05-30 00:00:00,account,4.0
TICK_004269,CUST_02185,2022-02-01 00:00:00,2022-02-11 00:00:00,feature_request,4.0
TICK_004270,CUST_02186,2024-12-07 00:00:00,,account,
TICK_004271,CUST_02188,2024-05-04 00:00:00,2024-05-14 00:00:00,account,4.0
TICK_004272,CUST_02188,2024-12-27 00:00:00,2025-01-12 00:00:00,billing,4.0
TICK_004273,CUST_02190,2023-11-26 00:00:00,,general,
TICK_004274,CUST_02190,2021-12-17 00:00:00,2021-12-23 00:00:00,technical,2.0
TICK_004275,CUST_02190,2024-01-15 00:00:00,2024-01-18 00:00:00,account,5.0
TICK_004276,CUST_02191,2024-12-05 00:00:00,2024-12-07 00:00:00,billing,5.0
TICK_004277,CUST_02192,2024-04-03 00:00:00,2024-04-05 00:00:00,billing,5.0
TICK_004278,CUST_02192,2024-09-06 00:00:00,,billing,
TICK_004279,CUST_02193,2023-10-02 00:00:00,2023-10-03 00:00:00,general,1.0
TICK_004280,CUST_02194,2024-11-16 00:00:00,2024-11-26 00:00:00,account,5.0
TICK_004281,CUST_02194,2023-11-13 00:00:00,2023-11-17 00:00:00,billing,3.0
TICK_004282,CUST_02194,2022-10-15 00:00:00,,billing,
TICK_004283,CUST_02194,2022-01-22 00:00:00,2022-01-28 00:00:00,billing,5.0
TICK_004284,CUST_02195,2022-01-23 00:00:00,2022-02-05 00:00:00,account,4.0
TICK_004285,CUST_02195,2022-05-24 00:00:00,2022-05-26 00:00:00,technical,5.0
TICK_004286,CUST_02196,2023-12-25 00:00:00,2024-01-02 00:00:00,technical,4.0
TICK_004287,CUST_02196,2021-09-11 00:00:00,,account,
TICK_004288,CUST_02197,2024-10-21 00:00:00,2024-11-01 00:00:00,account,4.0
TICK_004289,CUST_02197,2023-11-21 00:00:00,,technical,
TICK_004290,CUST_02198,2024-01-27 00:00:00,2024-01-31 00:00:00,billing,1.0
TICK_004291,CUST_02198,2024-11-26 00:00:00,,account,
TICK_004292,CUST_02199,2021-11-15 00:00:00,,technical,
TICK_004293,CUST_02199,2021-05-07 00:00:00,2021-05-10 00:00:00,billing,4.0
TICK_004294,CUST_02200,2022-07-06 00:00:00,2022-07-24 00:00:00,feature_request,5.0
TICK_004295,CUST_02200,2022-04-26 00:00:00,2022-05-01 00:00:00,technical,4.0
TICK_004296,CUST_02201,2024-12-31 00:00:00,2025-01-02 00:00:00,feature_request,3.0
TICK_004297,CUST_02201,2024-12-31 00:00:00,2025-01-18 00:00:00,general,3.0
TICK_004298,CUST_02202,2021-01-27 00:00:00,2021-01-31 00:00:00,technical,4.0
TICK_004299,CUST_02202,2020-05-14 00:00:00,2020-05-16 00:00:00,general,4.0
TICK_004300,CUST_02202,2024-02-04 00:00:00,,technical,
TICK_004301,CUST_02203,2023-06-12 00:00:00,2023-06-16 00:00:00,billing,5.0
TICK_004302,CUST_02204,2023-08-19 00:00:00,,technical,
TICK_004303,CUST_02204,2021-11-09 00:00:00,2021-11-16 00:00:00,technical,5.0
TICK_004304,CUST_02204,2024-01-02 00:00:00,2024-01-04 00:00:00,account,2.0
TICK_004305,CUST_02205,2024-01-29 00:00:00,2024-02-17 00:00:00,feature_request,5.0
TICK_004306,CUST_02205,2023-07-18 00:00:00,2023-08-08 00:00:00,technical,4.0
TICK_004307,CUST_02206,2024-03-19 00:00:00,,technical,
TICK_004308,CUST_02206,2024-12-18 00:00:00,,billing,
TICK_004309,CUST_02206,2024-04-11 00:00:00,,billing,
TICK_004310,CUST_02207,2023-01-08 00:00:00,,account,
TICK_004311,CUST_02207,2023-06-21 00:00:00,2023-06-24 00:00:00,billing,5.0
